Year,Category,Nominee,Additional Info,Won?,,,,,,
2009 (82nd),Writing,A Serious Man,Written by Joel Coen & Ethan Coen,NO,,,,,,
2009 (82nd),Writing,Up,"Screenplay by Bob Peterson, Pete Docter; Story by Pete Docter, Bob Peterson, Tom McCarthy",NO,,,,,,
2009 (82nd),Honorary Award,To Lauren Bacall in recognition of her central place in the golden age of motion pictures.,,YES,,,,,,
2009 (82nd),Honorary Award,To Roger Corman for his rich engendering of films and filmmakers.,,YES,,,,,,
2009 (82nd),Honorary Award,"To Gordon Willis for unsurpassed mastery of light, shadow, color and motion.",,YES,,,,,,
2009 (82nd),Irving G. Thalberg Memorial Award,John Calley,,YES,,,,,,
2009 (82nd),Scientific and Technical (Scientific and Engineering Award),"To PER CHRISTENSEN, MICHAEL BUNNELL and CHRISTOPHE HERY for the development of point-based rendering for indirect illumination and ambient occlusion. Much faster than previous ray-traced methods, this computer graphics technique has enabled color bleeding effects and realistic shadows for complex scenes in motion pictures. [Digital Imaging Technology]",,YES,,,,,,
2009 (82nd),Scientific and Technical (Scientific and Engineering Award),"To DR. RICHARD KIRK for the overall design and development of the Truelight real-time 3D look-up table hardware device and color management software. Through the use of color management software and hardware, this complete system enables accurate color presentation in the digital intermediate preview process. The Truelight system is widely utilized in digital intermediate production environments around the world. [Laboratory]",,YES,,,,,,
2009 (82nd),Scientific and Technical (Scientific and Engineering Award),"To VOLKER MASSMANN, MARKUS HASENZAHL, DR. KLAUS ANDERLE and ANDREAS LOEW for the development of the Spirit 4K/2K film scanning system as used in the digital intermediate process for motion pictures. The Spirit 4K/2K has distinguished itself by incorporating a continuous-motion transport mechanism enabling full-range, high-resolution scanning at much higher frame rates than non-continuous transport scanners. [Laboratory]",,YES,,,,,,
2009 (82nd),Scientific and Technical (Scientific and Engineering Award),"To MICHAEL CIESLINSKI, DR. REIMAR LENZ and BERND BRAUNER for the development of the ARRISCAN film scanner, enabling high-resolution, high-dynamic range, pin-registered film scanning for use in the digital intermediate process. The ARRISCAN film scanner utilizes a specially designed CMOS array sensor mounted on a micro-positioning platform and a custom LED light source. Capture of the film's full dynamic range at various scan resolutions is implemented through sub-pixel offsets of the sensor along with multiple exposures of each frame. [Laboratory]",,YES,,,,,,
2009 (82nd),Scientific and Technical (Scientific and Engineering Award),"To WOLFGANG LEMPP, THEO BROWN, TONY SEDIVY and DR. JOHN QUARTEL for the development of the Northlight film scanner, which enables high-resolution, pin-registered scanning in the motion picture digital intermediate process. Developed for the digital intermediate and motion picture visual effects markets, the Northlight scanner was designed with a 6K CCD sensor, making it unique in its ability to produce high-resolution scans of 35mm, 8-perf film frames. [Laboratory]",,YES,,,,,,
2009 (82nd),Scientific and Technical (Scientific and Engineering Award),"To STEVE CHAPMAN, MARTIN TLASKAL, DARRIN SMART and DR. JAMES LOGIE for their contributions to the development of the Baselight color correction system, which enables real-time digital manipulation of motion picture imagery during the digital intermediate process. Baselight was one of the first digital color correction systems to enter the digital intermediate market and has seen wide acceptance in the motion picture industry. [Laboratory]",,YES,,,,,,
2009 (82nd),Scientific and Technical (Scientific and Engineering Award),"To MARK JASZBERENYI, GYULA PRISKIN and TAMAS PERLAKI for their contributions to the development of the Lustre color correction system, which enables real-time digital manipulation of motion picture imagery during the digital intermediate process. Lustre is a software solution that enables non-linear, real-time digital color grading across an entire feature film, emulating the photochemical color-timing process. [Laboratory]",,YES,,,,,,
2009 (82nd),Scientific and Technical (Scientific and Engineering Award),"To BRAD WALKER, D. SCOTT DEWALD, BILL WERNER and GREG PETTITT for their contributions furthering the design and refinement of the Texas Instruments DLP Projector technology, achieving a level of performance that enabled color-accurate digital intermediate previews of motion pictures. Working in conjunction with the film industry, Texas Instruments created a high-resolution, color-accurate, high-quality digital intermediate projection system that could closely emulate film-based projection in a theatrical environment. [Projection]",,YES,,,,,,
2009 (82nd),Scientific and Technical (Scientific and Engineering Award),"To FUJIFILM CORPORATION, RYOJI NISHIMURA, MASAAKI MIKI and YOUICHI HOSOYA for the design and development of Fujicolor ETERNA-RDI digital intermediate film, which was designed exclusively to reproduce motion picture digital masters. The Fujicolor ETERNA-RDI Type 8511/4511 digital intermediate film has thinner emulsion layers with extremely efficient couplers made possible by Super-Nano Cubic Grain Technology. This invention allows improved color sensitivity with the ability to absorb scattered light, providing extremely sharp images. The ETERNA-RDI emulsion technology also achieves less color cross-talk for exacting reproduction. Its expanded latitude and linearity provides superior highlights and shadows in a film stock with exceptional latent image stability. [Film]",,YES,,,,,,
2009 (82nd),Scientific and Technical (Scientific and Engineering Award),"To PAUL DEBEVEC, TIM HAWKINS, JOHN MONOS and DR. MARK SAGAR for the design and engineering of the Light Stage capture devices and the image-based facial rendering system developed for character relighting in motion pictures. The combination of these systems, with their ability to capture high fidelity reflectance data of human subjects, allows for the creation of photorealistic digital faces as they would appear in any lighting condition. [Digital Imaging Technology]",,YES,,,,,,
2009 (82nd),Scientific and Technical (Technical Achievement Award),"To MARK WOLFORTH and TONY SEDIVY for their contributions to the development of the Truelight real-time 3D look-up table hardware system. Through the use of color management software and hardware, this complete system enables accurate color presentation in the digital intermediate preview process. The Truelight system is widely utilized in digital intermediate production environments around the world. [Laboratory]",,YES,,,,,,
2009 (82nd),Scientific and Technical (Technical Achievement Award),"To DR. KLAUS ANDERLE, CHRISTIAN BAEKER and FRANK BILLASCH for their contributions to the LUTher 3D look-up table hardware device and color management software. The LUTher system was one of the first color look-up table processors to be widely adopted by the pioneering digital intermediate facilities in the industry. This innovation enabled accurate color presentation by facilities that had analyzed projected film output and built 3D look-up tables in order to emulate print film. [Laboratory]",,YES,,,,,,
2009 (82nd),Scientific and Technical (Technical Achievement Award),"To STEVE SULLIVAN, KEVIN WOOLEY, BRETT ALLEN and COLIN DAVIDSON for the development of the Imocap on-set performance capture system. Developed at Industrial Light & Magic and consisting of custom hardware and software, Imocap is an innovative system that successfully addresses the need for on-set, low-impact performance capture. [Digital Imaging Technology]",,YES,,,,,,
2009 (82nd),Scientific and Technical (Technical Achievement Award),"To HAYDEN LANDIS, KEN McGAUGH and HILMAR KOCH for advancing the technique of ambient occlusion rendering. Ambient occlusion has enabled a new level of realism in synthesized imagery and has become a standard tool for computer graphics lighting in motion pictures. [Digital Imaging Technology]",,YES,,,,,,
2009 (82nd),Scientific and Technical (Technical Achievement Award),"To BJÖRN HEDÉN for the design and mechanical engineering of the silent, two-stage planetary friction drive Hedén Lens Motors. Solving a series of problems with one integrated mechanism, this device had an immediate and significant impact on the motion picture industry. [Photography]",,YES,,,,,,
2008 (81st),Actor -- Leading Role,Richard Jenkins,The Visitor {'Walter'},NO,,,,,,
2008 (81st),Actor -- Leading Role,Frank Langella,Frost/Nixon {'Richard Nixon'},NO,,,,,,
2008 (81st),Actor -- Leading Role,Sean Penn,Milk {'Harvey Milk'},YES,,,,,,
2008 (81st),Actor -- Leading Role,Brad Pitt,The Curious Case of Benjamin Button {'Benjamin Button'},NO,,,,,,
2008 (81st),Actor -- Leading Role,Mickey Rourke,The Wrestler {'Randy'},NO,,,,,,
2008 (81st),Actor -- Supporting Role,Josh Brolin,Milk {'Dan White'},NO,,,,,,
2008 (81st),Actor -- Supporting Role,Robert Downey Jr.,Tropic Thunder {'Kirk Lazarus'},NO,,,,,,
2008 (81st),Actor -- Supporting Role,Philip Seymour Hoffman,Doubt {'Father Brendan Flynn'},NO,,,,,,
2008 (81st),Actor -- Supporting Role,Heath Ledger,The Dark Knight {'Joker'},YES,,,,,,
2008 (81st),Actor -- Supporting Role,Michael Shannon,Revolutionary Road {'John Givings'},NO,,,,,,
2008 (81st),Actress -- Leading Role,Anne Hathaway,Rachel Getting Married {'Kym'},NO,,,,,,
2008 (81st),Actress -- Leading Role,Angelina Jolie,Changeling {'Christine Collins'},NO,,,,,,
2008 (81st),Actress -- Leading Role,Melissa Leo,Frozen River {'Ray Eddy'},NO,,,,,,
2008 (81st),Actress -- Leading Role,Meryl Streep,Doubt {'Sister Aloysius Beauvier'},NO,,,,,,
2008 (81st),Actress -- Leading Role,Kate Winslet,The Reader {'Hanna Schmitz'},YES,,,,,,
2008 (81st),Actress -- Supporting Role,Amy Adams,Doubt {'Sister James'},NO,,,,,,
2008 (81st),Actress -- Supporting Role,Penélope Cruz,Vicky Cristina Barcelona {'Maria Elena'},YES,,,,,,
2008 (81st),Actress -- Supporting Role,Viola Davis,Doubt {'Mrs. Miller'},NO,,,,,,
2008 (81st),Actress -- Supporting Role,Taraji P. Henson,The Curious Case of Benjamin Button {'Queenie'},NO,,,,,,
2008 (81st),Actress -- Supporting Role,Marisa Tomei,The Wrestler {'Cassidy'},NO,,,,,,
2008 (81st),Animated Feature Film,Bolt,Chris Williams and Byron Howard,NO,,,,,,
2008 (81st),Animated Feature Film,Kung Fu Panda,John Stevenson and Mark Osborne,NO,,,,,,
2008 (81st),Animated Feature Film,WALL-E,Andrew Stanton,YES,,,,,,
2008 (81st),Art Direction,Changeling,Art Direction: James J. Murakami; Set Decoration: Gary Fettis,NO,,,,,,
2008 (81st),Art Direction,The Curious Case of Benjamin Button,Art Direction: Donald Graham Burt; Set Decoration: Victor J. Zolfo,YES,,,,,,
2008 (81st),Art Direction,The Dark Knight,Art Direction: Nathan Crowley; Set Decoration: Peter Lando,NO,,,,,,
2008 (81st),Art Direction,The Duchess,Art Direction: Michael Carlin; Set Decoration: Rebecca Alleway,NO,,,,,,
2008 (81st),Art Direction,Revolutionary Road,Art Direction: Kristi Zea; Set Decoration: Debra Schutt,NO,,,,,,
2008 (81st),Cinematography,Changeling,Tom Stern,NO,,,,,,
2008 (81st),Cinematography,The Curious Case of Benjamin Button,Claudio Miranda,NO,,,,,,
2008 (81st),Cinematography,The Dark Knight,Wally Pfister,NO,,,,,,
2008 (81st),Cinematography,The Reader,Chris Menges and Roger Deakins,NO,,,,,,
2008 (81st),Cinematography,Slumdog Millionaire,Anthony Dod Mantle,YES,,,,,,
2008 (81st),Costume Design,Australia,Catherine Martin,NO,,,,,,
2008 (81st),Costume Design,The Curious Case of Benjamin Button,Jacqueline West,NO,,,,,,
2008 (81st),Costume Design,The Duchess,Michael O'Connor,YES,,,,,,
2008 (81st),Costume Design,Milk,Danny Glicker,NO,,,,,,
2008 (81st),Costume Design,Revolutionary Road,Albert Wolsky,NO,,,,,,
2008 (81st),Directing,The Curious Case of Benjamin Button,David Fincher,NO,,,,,,
2008 (81st),Directing,Frost/Nixon,Ron Howard,NO,,,,,,
2008 (81st),Directing,Milk,Gus Van Sant,NO,,,,,,
2008 (81st),Directing,The Reader,Stephen Daldry,NO,,,,,,
2008 (81st),Directing,Slumdog Millionaire,Danny Boyle,YES,,,,,,
2008 (81st),Documentary (Feature),The Betrayal (Nerakhoon),Ellen Kuras and Thavisouk Phrasavath,NO,,,,,,
2008 (81st),Documentary (Feature),Encounters at the End of the World,Werner Herzog and Henry Kaiser,NO,,,,,,
2008 (81st),Documentary (Feature),The Garden,Scott Hamilton Kennedy,NO,,,,,,
2008 (81st),Documentary (Feature),Man on Wire,James Marsh and Simon Chinn,YES,,,,,,
2008 (81st),Documentary (Feature),Trouble the Water,Tia Lessin and Carl Deal,NO,,,,,,
2008 (81st),Documentary (Short Subject),The Conscience of Nhem En,Steven Okazaki,NO,,,,,,
2008 (81st),Documentary (Short Subject),The Final Inch,Irene Taylor Brodsky and Tom Grant,NO,,,,,,
2008 (81st),Documentary (Short Subject),Smile Pinki,Megan Mylan,YES,,,,,,
2008 (81st),Documentary (Short Subject),The Witness - From the Balcony of Room 306,Adam Pertofsky and Margaret Hyde,NO,,,,,,
2008 (81st),Film Editing,The Curious Case of Benjamin Button,Kirk Baxter and Angus Wall,NO,,,,,,
2008 (81st),Film Editing,The Dark Knight,Lee Smith,NO,,,,,,
2008 (81st),Film Editing,Frost/Nixon,Mike Hill and Dan Hanley,NO,,,,,,
2008 (81st),Film Editing,Milk,Elliot Graham,NO,,,,,,
2008 (81st),Film Editing,Slumdog Millionaire,Chris Dickens,YES,,,,,,
2008 (81st),Foreign Language Film,The Baader Meinhof Complex,Germany,NO,,,,,,
2008 (81st),Foreign Language Film,The Class,France,NO,,,,,,
2008 (81st),Foreign Language Film,Departures,Japan,YES,,,,,,
2008 (81st),Foreign Language Film,Revanche,Austria,NO,,,,,,
2008 (81st),Foreign Language Film,Waltz with Bashir,Israel,NO,,,,,,
2008 (81st),Makeup,The Curious Case of Benjamin Button,Greg Cannom,YES,,,,,,
2008 (81st),Makeup,The Dark Knight,"John Caglione, Jr. and Conor O'Sullivan",NO,,,,,,
2008 (81st),Makeup,Hellboy II: The Golden Army,Mike Elizalde and Thom Floutz,NO,,,,,,
2008 (81st),Music (Scoring),The Curious Case of Benjamin Button,Alexandre Desplat,NO,,,,,,
2008 (81st),Music (Scoring),Defiance,James Newton Howard,NO,,,,,,
2008 (81st),Music (Scoring),Milk,Danny Elfman,NO,,,,,,
2008 (81st),Music (Scoring),Slumdog Millionaire,A.R. Rahman,YES,,,,,,
2008 (81st),Music (Scoring),WALL-E,Thomas Newman,NO,,,,,,
2008 (81st),Music (Song),WALL-E,Music by Peter Gabriel and Thomas Newman; Lyric by Peter Gabriel,NO,,,,,,
2008 (81st),Music (Song),Slumdog Millionaire,Music by A.R. Rahman; Lyric by Gulzar,YES,,,,,,
2008 (81st),Music (Song),Slumdog Millionaire,Music and Lyric by A.R. Rahman and Maya Arulpragasam,NO,,,,,,
2008 (81st),Best Picture,The Curious Case of Benjamin Button,"Kathleen Kennedy, Frank Marshall and Ceán Chaffin, Producers",NO,,,,,,
2008 (81st),Best Picture,Frost/Nixon,"Brian Grazer, Ron Howard and Eric Fellner, Producers",NO,,,,,,
2008 (81st),Best Picture,Milk,"Dan Jinks and Bruce Cohen, Producers",NO,,,,,,
2008 (81st),Best Picture,The Reader,"Anthony Minghella, Sydney Pollack, Donna Gigliotti and Redmond Morris, Producers",NO,,,,,,
2008 (81st),Best Picture,Slumdog Millionaire,"Christian Colson, Producer",YES,,,,,,
2008 (81st),Short Film (Animated),La Maison en Petits Cubes,Kunio Kato,YES,,,,,,
2008 (81st),Short Film (Animated),Lavatory - Lovestory,Konstantin Bronzit,NO,,,,,,
2008 (81st),Short Film (Animated),Oktapodi,Emud Mokhberi and Thierry Marchand,NO,,,,,,
2008 (81st),Short Film (Animated),Presto,Doug Sweetland,NO,,,,,,
2008 (81st),Short Film (Animated),This Way Up,Alan Smith and Adam Foulkes,NO,,,,,,
2008 (81st),Short Film (Live Action),Auf der Strecke (On the Line),Reto Caffi,NO,,,,,,
2008 (81st),Short Film (Live Action),Manon on the Asphalt,Elizabeth Marre and Olivier Pont,NO,,,,,,
2008 (81st),Short Film (Live Action),New Boy,Steph Green and Tamara Anghie,NO,,,,,,
2008 (81st),Short Film (Live Action),The Pig,Tivi Magnusson and Dorte Høgh,NO,,,,,,
2008 (81st),Short Film (Live Action),Spielzeugland (Toyland),Jochen Alexander Freydank,YES,,,,,,
2008 (81st),Sound,The Curious Case of Benjamin Button,"David Parker, Michael Semanick, Ren Klyce and Mark Weingarten",NO,,,,,,
2008 (81st),Sound,The Dark Knight,"Lora Hirschberg, Gary Rizzo and Ed Novick",NO,,,,,,
2008 (81st),Sound,Slumdog Millionaire,"Ian Tapp, Richard Pryke and Resul Pookutty",YES,,,,,,
2008 (81st),Sound,WALL-E,"Tom Myers, Michael Semanick and Ben Burtt",NO,,,,,,
2008 (81st),Sound,Wanted,"Chris Jenkins, Frank A. Montaño and Petr Forejt",NO,,,,,,
2008 (81st),Sound Editing,The Dark Knight,Richard King,YES,,,,,,
2008 (81st),Sound Editing,Iron Man,Frank Eulner and Christopher Boyes,NO,,,,,,
2008 (81st),Sound Editing,Slumdog Millionaire,Glenn Freemantle and Tom Sayers,NO,,,,,,
2008 (81st),Sound Editing,WALL-E,Ben Burtt and Matthew Wood,NO,,,,,,
2008 (81st),Sound Editing,Wanted,Wylie Stateman,NO,,,,,,
2008 (81st),Visual Effects,The Curious Case of Benjamin Button,"Eric Barba, Steve Preeg, Burt Dalton and Craig Barron",YES,,,,,,
2008 (81st),Visual Effects,The Dark Knight,"Nick Davis, Chris Corbould, Tim Webber and Paul Franklin",NO,,,,,,
2008 (81st),Visual Effects,Iron Man,"John Nelson, Ben Snow, Dan Sudick and Shane Mahan",NO,,,,,,
2008 (81st),Writing,The Curious Case of Benjamin Button,Screenplay by Eric Roth; Screen story by Eric Roth and Robin Swicord,NO,,,,,,
2008 (81st),Writing,Doubt,Written by John Patrick Shanley,NO,,,,,,
2008 (81st),Writing,Frost/Nixon,Screenplay by Peter Morgan,NO,,,,,,
2008 (81st),Writing,The Reader,Screenplay by David Hare,NO,,,,,,
2008 (81st),Writing,Slumdog Millionaire,Screenplay by Simon Beaufoy,YES,,,,,,
2008 (81st),Writing,Frozen River,Written by Courtney Hunt,NO,,,,,,
2008 (81st),Writing,Happy-Go-Lucky,Written by Mike Leigh,NO,,,,,,
2008 (81st),Writing,In Bruges,Written by Martin McDonagh,NO,,,,,,
2008 (81st),Writing,Milk,Written by Dustin Lance Black,YES,,,,,,
2008 (81st),Writing,WALL-E,"Screenplay by Andrew Stanton, Jim Reardon; Original story by Andrew Stanton, Pete Docter",NO,,,,,,
2008 (81st),Jean Hersholt Humanitarian Award,Jerry Lewis,,YES,,,,,,
2008 (81st),Scientific and Technical (Scientific and Engineering Award),"To ERWIN MELZNER for the overall concept including the optical and cooling systems, VOLKER SCHUMACHER for the optical design, and TIMO MÜLLER for the mechanical design, of the Arrimax 18/12 lighting fixture for use in motion picture production. With its choice of vari-focus and specular reflectors, the superior optical and mechanical design of this lighting fixture allows it to operate at 18,000 watts, producing unsurpassed light quality while its innovative cooling system keeps the housing safe to touch. [Lighting]",,YES,,,,,,
2008 (81st),Scientific and Technical (Scientific and Engineering Award),"To JACQUES DELACOUX for the concept and electronic design, and ALEXANDRE LEUCHTER for the software and electronic design, of the Transvideo video-assist monitors for the motion picture industry. Using color LCD screens, the Transvideo monitors provide flicker-free video assist bright enough for use in sunlight and have become a ubiquitous tool in both spherical and anamorphic cinematography. [Systems]",,YES,,,,,,
